task,dataset,dependency_strength,target_dim,hidden_layers,batch_normalization,batch_size,epochs,learning_rate,model_type,coupling_level,accuracy,balanced_accuracy,precision_macro,recall_macro,f1_macro,tpr_macro,fpr_macro,tnr_macro,fnr_macro,train_time_seconds,seed
classification,iris,,3,"[32, 16]",False,32,50,0.001,OVA,decoupled_outputs,0.9,0.8999999999999999,0.9042648709315376,0.8999999999999999,0.899636296127524,0.8999999999999999,0.0499999999999999,0.95,0.0999999999999999,1.0520034631093342,mean
classification,iris,,3,"[32, 16]",False,32,50,0.001,multi-output,coupled_outputs,0.8777777777777778,0.8777777777777778,0.8841189674523008,0.8777777777777778,0.8767963680244382,0.8777777777777778,0.0611111111111111,0.938888888888889,0.1222222222222222,0.3937458197275797,mean
classification,wine,,3,"[32, 16]",False,32,50,0.001,OVA,decoupled_outputs,0.9907407407407408,0.992063492063492,0.98989898989899,0.992063492063492,0.990593768371546,0.992063492063492,0.0042735042735042,0.9957264957264956,0.0079365079365079,1.192399501800537,mean
classification,wine,,3,"[32, 16]",False,32,50,0.001,multi-output,coupled_outputs,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.4774361451466878,mean
classification,breast_cancer,,2,"[32, 16]",False,32,50,0.001,OVA,decoupled_outputs,0.9824561403508772,0.9794973544973544,0.982929357929358,0.9794973544973544,0.981085716760625,0.9794973544973544,0.0205026455026455,0.9794973544973544,0.0205026455026455,2.409414768218994,mean
classification,breast_cancer,,2,"[32, 16]",False,32,50,0.001,multi-output,coupled_outputs,0.97953216374269,0.9738756613756614,0.9822889670492412,0.9738756613756614,0.977798105564417,0.9738756613756614,0.0261243386243386,0.9738756613756614,0.0261243386243386,1.100896676381429,mean
classification,digits,,10,"[32, 16]",False,32,50,0.001,OVA,decoupled_outputs,0.9842592592592592,0.984229944229944,0.9845372653267392,0.984229944229944,0.9841713188704916,0.984229944229944,0.00174865855774,0.99825134144226,0.0157700557700557,34.20487221082052,mean
classification,digits,,10,"[32, 16]",False,32,50,0.001,multi-output,coupled_outputs,0.9694444444444444,0.9692256542256542,0.9702195623325656,0.9692256542256542,0.9691860530736266,0.9692256542256542,0.0033950734889847,0.9966049265110152,0.0307743457743457,3.400073687235514,mean
