task,dataset,dependency_strength,target_dim,model_arch,hidden_layers,batch_normalization,batch_size,epochs,early_stopping_patience,early_stopping_min_delta,learning_rate,model_type,coupling_level,accuracy,balanced_accuracy,precision_macro,recall_macro,f1_macro,tpr_macro,fpr_macro,tnr_macro,fnr_macro,train_time_seconds,best_val_loss,epochs_trained,total_epochs_trained,models_stopped_early,seed
classification,wine,,3,mlp,"[32, 16]",False,32,50,10,0.0001,0.001,OVA,decoupled_outputs,0.9888888888888889,0.9900793650793652,0.9891530691530692,0.9900793650793652,0.9891896591386846,0.9900793650793652,0.005468142968142968,0.994531857031857,0.00992063492063492,1.5404862880706787,0.06061630730206767,50.0,150.0,0.0,mean
classification,wine,,3,mlp,"[32, 16]",False,32,50,10,0.0001,0.001,multi-output,coupled_outputs,0.986111111111111,0.9873015873015873,0.9867721167721168,0.9873015873015873,0.9865939992966479,0.9873015873015873,0.0069832944832944836,0.9930167055167056,0.012698412698412698,0.4841393709182739,0.0916253723204136,50.0,50.0,0.0,mean
