task,dataset,dependency_strength,target_dim,model_arch,hidden_layers,batch_normalization,batch_size,epochs,early_stopping_patience,early_stopping_min_delta,learning_rate,model_type,coupling_level,accuracy,balanced_accuracy,precision_macro,recall_macro,f1_macro,tpr_macro,fpr_macro,tnr_macro,fnr_macro,train_time_seconds,best_val_loss,epochs_trained,total_epochs_trained,models_stopped_early,seed
classification,tb_chest_xray,,2,vgg,n/a,False,32,50,10,0.0001,0.001,OVA,decoupled_outputs,0.9885714285714287,0.9718095238095238,0.9868239290227839,0.9718095238095238,0.9790724223297719,0.9718095238095238,0.02819047619047619,0.9718095238095238,0.02819047619047619,187.8878684282303,0.04280773640295679,43.2,86.4,1.1,mean
classification,tb_chest_xray,,2,vgg,n/a,False,32,50,10,0.0001,0.001,multi-output,coupled_outputs,0.9834920634920635,0.9622857142857143,0.9779180212882839,0.9622857142857143,0.9697790398314174,0.9622857142857143,0.037714285714285714,0.9622857142857143,0.037714285714285714,92.53817975521088,0.03936337490548982,43.4,43.4,0.6,mean
