task,dataset,dependency_strength,target_dim,model_arch,hidden_layers,batch_normalization,batch_size,epochs,early_stopping_patience,early_stopping_min_delta,learning_rate,model_type,coupling_level,accuracy,balanced_accuracy,precision_macro,recall_macro,f1_macro,tpr_macro,fpr_macro,tnr_macro,fnr_macro,train_time_seconds,best_val_loss,epochs_trained,total_epochs_trained,models_stopped_early,seed
classification,iris,,3,mlp,"[32, 16]",False,32,50,10,0.0001,0.001,OVA,decoupled_outputs,0.9257575757575758,0.9257575757575758,0.9372988963898056,0.9257575757575758,0.9244442338422929,0.9257575757575758,0.03712121212121212,0.9628787878787879,0.07424242424242423,1.4262410835786299,0.17626029021586434,50.0,150.0,0.0,mean
classification,iris,,3,mlp,"[32, 16]",False,32,50,10,0.0001,0.001,multi-output,coupled_outputs,0.9287878787878788,0.9287878787878788,0.9411786866332321,0.9287878787878788,0.9267677831916259,0.9287878787878788,0.035606060606060606,0.9643939393939395,0.07121212121212121,0.5253369916569103,0.26679485697637906,50.0,50.0,0.0,mean
