task,dataset,dependency_strength,target_dim,model_arch,hidden_layers,batch_normalization,batch_size,epochs,early_stopping_patience,early_stopping_min_delta,learning_rate,model_type,coupling_level,accuracy,balanced_accuracy,precision_macro,recall_macro,f1_macro,tpr_macro,fpr_macro,tnr_macro,fnr_macro,train_time_seconds,best_val_loss,epochs_trained,total_epochs_trained,models_stopped_early,seed
classification,brisc,,4,vgg,n/a,False,32,50,10,0.0001,0.001,OVA,decoupled_outputs,0.9205833333333334,0.9295339690994507,0.9148052354943133,0.9295339690994507,0.9196686776152352,0.9295339690994507,0.02651378158552786,0.9734862184144721,0.07046603090054919,591.6108046571413,0.09727664894226473,46.395833333333336,185.58333333333334,1.75,mean
classification,brisc,,4,vgg,n/a,False,32,50,10,0.0001,0.001,multi-output,coupled_outputs,0.9035833333333333,0.9144957646225594,0.8991529227426501,0.9144957646225594,0.9045609316930229,0.9144957646225594,0.03254052417993286,0.9674594758200672,0.08550423537744056,153.2396598060926,0.20449007319865956,48.5,48.5,0.25,mean
